time,db,mem,slot,peers,bps
1601464426,23967368,201248768,408,8,5.3972602739726
1601464427,23967368,201248768,415,8,5.33333333333333
1601464428,23967368,201248768,415,8,5.33333333333333
1601464429,23967368,201248768,415,8,5.33333333333333
1601464430,23967368,201248768,415,8,5.33333333333333
1601464431,23967368,201248768,415,8,5.33333333333333
1601464432,23967368,214065152,422,8,5.43055555555556
1601464433,23967368,214315008,436,8,5.625
1601464435,23967368,214646784,451,8,5.75342465753425
1601464436,23967368,214650880,469,8,5.9041095890411
1601464438,24156888,214675456,487,9,5.81081081081081
1601464439,24156888,214675456,505,9,6.05479452054795
1601464441,24156888,214679552,514,9,6.0945945945946
1601464442,24156888,214679552,529,9,6.14864864864865
1601464443,24156888,214581248,544,9,6.08108108108108
1601464445,24156888,214581248,562,9,6.31081081081081
1601464446,24156888,215347200,576,7,6.45945945945946
1601464448,24156888,215363584,588,7,6.35135135135135
1601464449,24156888,215396352,605,7,6.45945945945946
1601464450,24156888,220856320,616,6,6.60810810810811
1601464452,24156888,220921856,634,6,6.69333333333333
1601464453,24156888,220921856,639,6,6.57333333333333
1601464454,24156888,220921856,639,6,6.52702702702703
1601464455,24156888,220921856,639,6,6.52702702702703
1601464456,24156888,220921856,639,6,6.52702702702703
1601464457,24156888,220921856,639,6,6.2972972972973
1601464458,24156888,220921856,639,6,6.08108108108108
1601464459,24156888,220921856,639,6,6.13698630136986
1601464460,24156888,220921856,639,6,6.0958904109589
1601464461,24156888,221188096,639,7,5.83561643835616
1601464462,24156888,221188096,639,7,5.77777777777778
1601464463,24156888,221188096,647,7,5.88888888888889
1601464465,24156888,221188096,666,7,5.98630136986301
1601464466,24156888,222064640,679,7,5.94520547945205
1601464468,24156888,222281728,692,6,6.01369863013699
1601464469,24156888,222461952,701,2,6.13698630136986
1601464470,24156888,222490624,701,2,6.04109589041096
1601464471,24156888,222490624,701,3,5.76712328767123
1601464472,24156888,222490624,701,5,5.75
1601464473,24156888,222490624,701,5,5.75
1601464474,24156888,222605312,701,5,5.65277777777778
1601464475,24156888,222605312,701,5,5.46478873239437
1601464476,24156888,222605312,701,5,5.38028169014085
1601464477,24156888,222605312,701,5,5.38028169014085
1601464478,24156888,222605312,701,5,5.38028169014085
1601464480,24156888,222605312,701,5,5.30555555555556
1601464481,24156888,222605312,701,5,5.30555555555556
1601464482,24156888,243093504,707,5,5.38888888888889
1601464483,24156888,243093504,720,5,5.56944444444444
1601464485,24156888,243417088,738,5,5.73972602739726
1601464486,24156888,243417088,748,5,5.87671232876712
1601464487,24156888,243417088,767,5,6.13698630136986
1601464489,24156888,243150848,777,5,6.18918918918919
1601464490,24156888,243408896,793,5,6.40540540540541
1601464491,24156888,243150848,806,5,6.48648648648649
1601464493,24156888,243421184,821,5,6.47297297297297
1601464494,24156888,243421184,836,4,6.51351351351351
1601464495,24156888,243650560,851,5,6.68493150684932
1601464497,24156888,243658752,866,5,6.62162162162162
1601464498,24156888,243658752,885,5,6.7027027027027
1601464500,24156888,243658752,898,5,6.62162162162162
1601464501,24156888,243658752,918,5,6.7972972972973
1601464502,24156888,243658752,927,5,6.91891891891892
1601464503,24156888,243589120,930,5,6.95945945945946
1601464505,24156888,243658752,948,5,7.10666666666667
1601464506,24156888,243666944,965,5,7.33333333333333
1601464508,24156888,243666944,979,5,7.32894736842105
1601464509,24156888,243650560,998,5,7.39473684210526
1601464511,24156888,244813824,1009,6,7.3421052631579
1601464512,24156888,244912128,1023,6,7.28947368421053
1601464514,24156888,256761856,1033,5,7.18421052631579
1601464515,24156888,256761856,1046,6,7.11842105263158
1601464517,24156888,256761856,1055,6,7.11842105263158
1601464518,24317568,256868352,1065,6,7.05263157894737
1601464520,24317568,256868352,1075,6,6.8961038961039
1601464521,24317568,255418368,1088,6,6.92105263157895
1601464523,24317568,255463424,1101,6,6.81818181818182
1601464525,24317568,255463424,1111,6,6.79220779220779
1601464526,24317568,255500288,1119,6,6.67532467532468
1601464527,24482368,269078528,1124,8,6.5974025974026
1601464529,24482368,269119488,1137,8,6.53246753246753
1601464530,24482368,269205504,1145,8,6.57142857142857
1601464532,24482368,280260608,1155,8,6.61538461538462
1601464533,24482368,280260608,1168,9,6.78205128205128
1601464535,24494656,292466688,1186,9,6.92405063291139
1601464536,24494656,292466688,1203,9,7.13924050632911
1601464538,24494656,292560896,1220,10,7.2625
1601464539,24494656,292560896,1234,10,7.4375
1601464540,25047616,294547456,1248,10,7.6125
1601464542,25047616,294547456,1266,10,7.74074074074074
1601464543,25047616,294547456,1282,10,7.93827160493827
1601464545,25047616,294547456,1300,11,7.96341463414634
1601464546,25436736,292765696,1316,11,8.02469135802469
1601464547,25436736,292765696,1327,11,8
1601464548,25436736,292761600,1344,12,8.15
1601464550,25436736,292761600,1359,12,8.12345679012346
1601464551,25911872,294559744,1376,13,8.33333333333333
1601464553,25911872,294559744,1393,14,8.4390243902439
1601464554,25911872,292773888,1410,14,8.64634146341463
1601464556,25911872,292773888,1424,14,8.71084337349398
1601464557,26341952,292773888,1441,15,8.91566265060241
1601464558,26341952,292773888,1455,17,9.08433734939759
1601464560,26341952,294563840,1474,17,9.20238095238095
1601464561,26341952,294563840,1486,18,9.3452380952381
1601464562,26341952,294563840,1500,18,9.51190476190476
1601464564,26812992,292777984,1513,18,9.66666666666667
1601464565,26812992,292777984,1528,18,9.8452380952381
1601464566,26812992,292810752,1538,19,9.89285714285714
1601464567,26812992,292810752,1551,20,9.89285714285714
1601464569,26812992,292810752,1566,20,9.85714285714286
1601464570,27341472,294596608,1579,19,9.89285714285714
1601464571,27341472,294596608,1595,19,9.85714285714286
1601464572,27341472,294596608,1605,18,9.97590361445783
1601464574,27341472,294596608,1618,18,9.82142857142857
1601464575,27808416,294596608,1631,18,9.82142857142857
1601464577,27808416,294596608,1649,18,9.85714285714286
1601464578,27808416,294600704,1665,18,9.86904761904762
1601464580,27808416,294600704,1681,18,9.76470588235294
1601464581,28222112,292818944,1698,18,9.90476190476191
1601464583,28222112,292818944,1711,19,9.71764705882353
1601464584,28222112,292818944,1725,19,9.8452380952381
1601464586,28222112,292818944,1738,18,9.64705882352941
1601464587,28222112,292818944,1754,19,9.72941176470588
1601464588,28758688,292913152,1766,18,9.83529411764706
1601464589,28758688,293031936,1778,18,9.88095238095238
1601464590,28758688,293036032,1791,18,9.83333333333333
1601464592,28758688,294866944,1801,18,9.78571428571429
1601464593,28758688,294866944,1817,19,9.75
1601464594,29628792,294866944,1831,20,9.90361445783133
1601464596,29628792,294866944,1847,21,9.80952380952381
1601464597,29628792,294866944,1860,20,9.96385542168675
1601464598,29628792,294866944,1876,20,10
1601464600,30079352,292937728,1891,18,10.0722891566265
1601464601,30079352,292937728,1904,18,10.1084337349398
1601464602,30079352,292937728,1919,18,10.2926829268293
1601464603,30079352,293048320,1934,19,10.3170731707317
1601464604,30079352,293048320,1946,19,10.4320987654321
1601464606,30546296,294731776,1962,19,10.5061728395062
1601464607,30546296,294731776,1981,19,10.641975308642
1601464608,30546296,293109760,1994,18,10.7407407407407
1601464610,30546296,293109760,2011,19,10.7901234567901
1601464611,30959992,293109760,2022,19,10.8271604938272
1601464612,30959992,293109760,2037,19,11.025
1601464614,30959992,293117952,2050,19,10.8888888888889
1601464615,30959992,293117952,2066,19,11
1601464616,30959992,293117952,2077,19,10.925
1601464617,31455608,294903808,2090,19,11.0126582278481
1601464619,31455608,294903808,2104,19,10.875
1601464620,31455608,291221504,2118,19,10.875
1601464621,31455608,291221504,2135,19,11
1601464623,33933688,293117952,2149,19,10.8375
1601464624,33933688,293117952,2168,19,10.9873417721519
1601464625,33933688,293109760,2180,19,10.9367088607595
1601464627,33933688,293117952,2196,18,10.8625
1601464628,33933688,293117952,2207,19,10.7875
1601464629,33933688,293117952,2207,19,10.7341772151899
1601464630,33933688,293117952,2207,19,10.5189873417722
1601464631,33933688,293117952,2207,19,10.4358974358974
1601464632,34408824,293122048,2214,19,10.3076923076923
1601464634,34408824,293122048,2232,20,10.3589743589744
1601464635,34408824,293134336,2239,15,10.2307692307692
1601464636,34408824,293134336,2239,15,10.0512820512821
1601464637,34408824,293203968,2250,15,10.0779220779221
1601464638,34408824,293203968,2265,15,10.1168831168831
1601464639,34859384,293273600,2272,16,10.025974025974
1601464640,34859384,293273600,2272,16,9.98684210526316
1601464641,34859384,293273600,2272,16,9.78947368421053
1601464642,34859384,293273600,2272,16,9.6578947368421
1601464643,34859384,293273600,2272,16,9.48684210526316
1601464644,34859384,293273600,2275,17,9.45333333333333
1601464646,34859384,293273600,2299,17,9.47368421052632
1601464647,34859384,293249024,2314,17,9.46052631578947
1601464649,34859384,293249024,2332,17,9.44155844155844
1601464650,35248504,293232640,2348,17,9.60526315789474
1601464651,35248504,293257216,2370,17,9.72368421052632
1601464653,35248504,293277696,2384,17,9.67105263157895
1601464654,35670392,293257216,2401,16,9.68421052631579
1601464655,35670392,293257216,2420,16,9.85333333333333
1601464657,35670392,293257216,2434,17,9.68421052631579
1601464658,35670392,293257216,2449,17,9.84
1601464659,36166008,293257216,2464,17,9.85333333333333
1601464661,36166008,293257216,2484,17,9.94666666666667
1601464662,36166008,293257216,2499,17,9.93333333333333
1601464664,36166008,293257216,2517,17,9.88157894736842
1601464665,36563320,293257216,2532,17,9.92105263157895
1601464666,36563320,293257216,2550,17,9.98684210526316
1601464668,36563320,293257216,2563,17,10.0263157894737
1601464669,36563320,293257216,2585,17,10.1052631578947
1601464670,36956536,293257216,2599,17,10.1052631578947
1601464672,36956536,293257216,2616,17,10.1184210526316
1601464673,36956536,295084032,2629,17,10.1184210526316
1601464674,36956536,295084032,2644,18,10.1052631578947
1601464676,37403000,293302272,2658,18,10.0921052631579
1601464677,37403000,293302272,2678,18,10.1842105263158
1601464678,37403000,293306368,2691,18,10.1578947368421
1601464679,37403000,293306368,2712,18,10.2368421052632
1601464681,37763448,293306368,2728,18,10.1558441558442
1601464682,37763448,293306368,2748,18,10.3421052631579
1601464683,37763448,293306368,2763,18,10.2894736842105
1601464685,37763448,293306368,2777,18,10.1688311688312
1601464686,38189432,291368960,2798,18,10.3552631578947
1601464687,38189432,293310464,2819,20,10.4868421052632
1601464689,38189432,293310464,2835,19,10.3636363636364
1601464691,40626552,293257216,2855,19,10.4545454545455
1601464692,40626552,293257216,2873,19,10.4805194805195
1601464693,40626552,293294080,2886,19,10.5064935064935
1601464694,40626552,293294080,2899,20,10.5064935064935
1601464696,40843640,293257216,2915,21,10.5324675324675
1601464697,40843640,293257216,2934,21,10.5974025974026
1601464698,40843640,293249024,2956,21,10.6623376623377
1601464699,40843640,293240832,2979,21,10.9210526315789
1601464701,40843640,293240832,2997,21,10.7662337662338
1601464702,40843640,293253120,3013,21,10.8181818181818
1601464703,40843640,293253120,3035,21,11.0394736842105
1601464704,40843640,293060608,3052,21,11.1184210526316
1601464706,40843640,293318656,3068,21,11.1818181818182
1601464707,40843640,291368960,3083,21,11.3766233766234
1601464709,40843640,291368960,3100,21,11.4487179487179
1601464710,40843640,293113856,3111,21,11.5
1601464711,40843640,293330944,3125,21,11.5974025974026
1601464712,40843640,291368960,3139,21,11.6883116883117
1601464714,40843640,291368960,3154,21,11.7307692307692
1601464715,42674768,293240832,3171,20,11.8076923076923
1601464716,42674768,293240832,3191,20,11.8717948717949
1601464718,42674768,293257216,3212,20,11.8987341772152
1601464719,42674768,293257216,3230,20,12.126582278481
1601464720,43072080,293257216,3248,20,12.3544303797468
1601464721,43072080,293253120,3266,20,12.5822784810127
1601464723,43072080,293253120,3284,20,12.65
1601464724,43440720,293257216,3298,20,12.7875
1601464725,43440720,293257216,3313,20,12.8354430379747
1601464726,43440720,293257216,3327,20,12.8227848101266
1601464728,43440720,293335040,3327,20,12.5949367088608
1601464729,43440720,293335040,3327,20,12.3924050632911
1601464730,43440720,293359616,3327,20,12.1139240506329
1601464731,43440720,293359616,3327,20,12.0897435897436
1601464732,43440720,293359616,3327,20,11.8717948717949
1601464733,43440720,293359616,3327,20,11.6282051282051
1601464734,43440720,293359616,3327,20,11.5974025974026
1601464735,43440720,293359616,3327,20,11.4025974025974
1601464736,43440720,293359616,3327,20,11.2077922077922
1601464737,43440720,293359616,3327,20,11.0921052631579
1601464738,43440720,293359616,3327,20,10.8947368421053
1601464739,43440720,293359616,3327,20,10.8
1601464740,43440720,293359616,3327,20,10.6
1601464741,43440720,293359616,3327,20,10.36
1601464742,43440720,293359616,3327,20,10.3243243243243
1601464743,43440720,293359616,3327,20,10.027027027027
1601464744,43440720,293359616,3327,16,9.83783783783784
1601464745,43440720,293453824,3327,16,9.73972602739726
1601464746,43440720,314658816,3342,16,9.76712328767123
1601464747,43440720,314658816,3359,15,9.79452054794521
1601464749,43440720,314658816,3359,15,9.6027397260274
1601464750,43440720,314658816,3359,16,9.32876712328767
1601464751,43440720,314658816,3359,16,9.15068493150685
1601464752,43440720,314658816,3359,16,8.86301369863014
1601464753,43440720,314658816,3359,16,8.76388888888889
1601464754,43440720,314658816,3359,16,8.48611111111111
1601464755,43878992,315473920,3370,16,8.43055555555556
1601464756,43878992,315473920,3387,16,8.59154929577465
1601464757,43878992,315584512,3404,16,8.53521126760563
1601464759,43878992,315584512,3420,16,8.34722222222222
1601464760,44341840,315600896,3435,16,8.45070422535211
1601464762,44341840,315600896,3448,16,8.35211267605634
1601464763,44341840,315633664,3465,16,8.33802816901408
1601464764,44341840,315633664,3481,16,8.38028169014085
1601464766,44829264,315645952,3492,16,8.23611111111111
1601464767,44829264,315645952,3515,16,8.45070422535211
1601464768,44829264,313659392,3527,16,8.35211267605634
1601464770,44829264,313659392,3542,16,8.13888888888889
1601464771,45271632,315658240,3558,16,8.04166666666667
1601464772,45271632,315658240,3576,17,8.15492957746479
1601464774,45271632,315547648,3592,17,8.04166666666667
1601464775,45271632,315658240,3610,17,7.98611111111111
1601464776,45673040,315658240,3622,17,7.91666666666667
1601464778,45673040,315658240,3643,17,7.98611111111111
1601464779,45673040,315658240,3657,17,7.97222222222222
1601464780,45673040,315658240,3671,17,8.04225352112676
1601464781,46131792,315674624,3682,18,8.04225352112676
1601464783,46131792,315674624,3697,18,7.94444444444444
1601464784,46131792,315621376,3712,18,7.95833333333333
1601464786,46131792,315658240,3728,18,7.97222222222222
1601464787,46131792,315731968,3740,18,7.90277777777778
1601464789,46795848,316100608,3751,18,7.67123287671233
1601464790,46795848,316100608,3761,18,7.625
1601464792,46795848,316100608,3771,18,7.41095890410959
1601464793,46795848,320696320,3785,19,7.35616438356164
1601464795,46795848,320696320,3798,18,7.18918918918919
1601464796,47529032,332423168,3808,18,7.17808219178082
1601464798,47529032,332423168,3823,18,7.0945945945946
1601464799,47529032,332423168,3838,19,7.0945945945946
1601464800,47529032,332677120,3853,19,7.10810810810811
1601464801,47529032,332677120,3867,19,7.3972602739726
1601464802,48193256,333619200,3878,19,7.54794520547945
1601464804,48193256,333672448,3894,19,7.66216216216216
1601464805,48193256,333242368,3906,18,7.82432432432432
1601464806,48193256,333242368,3923,18,8.05405405405405
1601464808,48193256,333242368,3935,18,8.10666666666667
1601464809,48684776,333520896,3949,18,8.29333333333333
1601464810,48684776,333717504,3966,18,8.52
1601464811,48684776,333717504,3978,18,8.68
1601464812,48684776,333717504,3992,18,8.86666666666667
1601464814,49180560,333520896,4005,18,8.92105263157895
1601464815,49180560,333520896,4019,18,9.10526315789474
1601464817,49180560,333676544,4032,18,9.15584415584416
1601464818,49180560,333729792,4051,18,9.4025974025974
1601464819,49622928,335773696,4067,18,9.61038961038961
1601464820,49622928,335773696,4082,18,9.80519480519481
1601464822,49622928,335814656,4099,18,9.8974358974359
1601464823,49622928,335814656,4121,19,10.1794871794872
1601464825,50069392,335814656,4130,19,9.9746835443038
1601464826,50069392,335814656,4145,19,9.94936708860759
1601464827,50069392,335814656,4159,19,10.2564102564103
1601464829,50069392,331636736,4176,19,10.3417721518987
1601464830,52723600,333524992,4192,20,10.5443037974684
1601464831,52723600,333524992,4208,20,10.746835443038
1601464833,52723600,333524992,4224,20,10.8125
1601464834,52723600,333524992,4240,20,11.0125
1601464835,52723600,333524992,4255,20,11.0625
1601464836,53161872,333524992,4273,20,11.075
1601464838,53161872,333524992,4291,20,10.9506172839506
1601464839,53161872,333524992,4308,20,11.1
1601464840,53550992,333484032,4322,20,11.0875
1601464841,53550992,333484032,4339,20,11.2784810126582
1601464843,53550992,333488128,4354,21,11.1125
1601464844,53550992,333488128,4376,21,11.1875
1601464845,53931920,333524992,4391,21,11.379746835443
1601464846,53931920,333524992,4406,21,11.2784810126582
1601464848,53931920,333524992,4418,21,11.1375
1601464849,53931920,333746176,4435,21,11.3037974683544
1601464850,54477072,333746176,4452,21,11.3164556962025
1601464852,54477072,333746176,4471,20,11.1875
1601464853,54477072,333754368,4484,20,11.2911392405063
1601464854,54477072,333754368,4500,20,11.2658227848101
1601464856,54919440,333754368,4514,20,11.15
1601464857,54919440,333754368,4528,20,11.2025316455696
1601464858,54919440,333754368,4543,20,11.2151898734177
1601464860,54919440,333754368,4554,20,11.0375
1601464861,54919440,333754368,4568,20,11.075
1601464862,55443920,333754368,4581,19,11.1898734177215
1601464864,55443920,333754368,4595,19,11.0375
1601464865,55443920,333754368,4609,19,11.1518987341772
1601464866,55443920,333762560,4622,19,11.1645569620253
1601464868,55443920,333762560,4635,20,11.1898734177215
1601464869,55972304,333524992,4648,19,11.2278481012658
1601464870,55972304,333524992,4661,19,11.4102564102564
1601464872,55972304,333762560,4675,19,11.2658227848101
1601464873,55972304,333762560,4692,19,11.4615384615385
1601464874,56488400,333758464,4704,19,11.4871794871795
1601464876,56488400,333758464,4719,19,11.4871794871795
1601464877,56488400,333774848,4731,19,11.4487179487179
1601464878,56488400,333770752,4745,19,11.4358974358974
1601464880,56488400,333770752,4759,22,11.2911392405063
1601464881,57012688,333783040,4771,22,11.3037974683544
1601464883,57012688,333783040,4779,22,11.2025316455696
1601464885,57012688,333783040,4796,22,11.125
1601464886,57012688,333877248,4808,22,11.0625
1601464887,57012688,333877248,4823,22,11.2405063291139
1601464888,57360848,334188544,4834,22,11.2025316455696
1601464890,57360848,334450688,4853,22,11.0875
1601464891,57885136,334479360,4866,21,11.1
1601464893,57885136,334479360,4880,21,10.962962962963
1601464894,57885136,334479360,4895,21,11.125
1601464895,57885136,334458880,4908,21,11.1125
1601464897,57885136,334458880,4922,21,11.125
1601464898,57885136,334483456,4927,21,10.95
1601464899,57885136,334483456,4927,21,10.75
1601464900,57885136,334483456,4927,21,10.5625
1601464901,57885136,334483456,4927,21,10.4810126582278
1601464902,57885136,334483456,4927,21,10.2025316455696
1601464903,57885136,334483456,4927,21,10.2179487179487
1601464904,57885136,334483456,4927,21,10.025641025641
1601464905,57885136,334483456,4927,22,9.84615384615385
1601464906,57885136,334483456,4927,22,9.75324675324675
1601464907,57885136,334483456,4927,22,9.54545454545455
1601464908,57885136,334483456,4927,22,9.33766233766234
1601464909,57885136,334483456,4927,22,9.25
1601464910,57885136,334483456,4927,22,9.03947368421053
1601464911,57885136,334483456,4927,22,8.8421052631579
1601464912,57885136,334483456,4927,22,8.60526315789474
1601464913,57885136,334483456,4927,22,8.48
1601464914,57885136,334483456,4927,22,8.25333333333333
1601464915,57885136,334483456,4927,21,8.06666666666667
1601464916,57885136,334483456,4927,21,7.84
1601464917,57885136,334483456,4927,21,7.74324324324324
1601464918,57885136,334483456,4927,21,7.44594594594595
1601464919,57885136,334483456,4927,19,7.24324324324324
1601464921,58347984,334544896,4937,19,7.08
1601464922,58347984,334544896,4948,19,7.16216216216216
1601464923,58347984,334544896,4959,19,7.08108108108108
1601464924,58347984,334544896,4972,19,7.02702702702703
1601464925,58347984,334544896,4987,19,7.06849315068493
1601464927,58847960,334544896,5002,19,7
1601464928,58847960,334544896,5017,19,6.98648648648649
1601464929,58847960,334544896,5023,20,6.97260273972603
1601464930,58847960,334573568,5031,20,6.89041095890411
1601464932,58847960,334573568,5044,20,6.77027027027027
1601464933,59286232,334573568,5059,20,6.91780821917808
1601464934,59286232,334573568,5072,21,6.9041095890411
1601464936,59286232,334573568,5086,21,6.82432432432432
1601464937,59286232,334577664,5100,21,6.91780821917808
1601464938,59286232,334577664,5114,21,6.91780821917808
1601464939,59540184,334581760,5125,21,6.89041095890411
1601464941,59540184,334581760,5138,21,6.89041095890411
1601464942,59540184,334581760,5149,21,6.86301369863014
1601464943,60076760,334577664,5158,20,6.80821917808219
1601464944,60076760,334577664,5171,20,6.88888888888889
1601464946,60076760,332386304,5186,20,6.76712328767123
1601464947,60076760,332386304,5201,20,6.80821917808219
1601464949,62964608,334548992,5216,20,6.80821917808219
1601464950,62964608,334589952,5229,20,6.82191780821918
1601464951,62964608,334589952,5243,20,6.82191780821918
1601464953,62964608,334548992,5257,20,6.82191780821918
1601464954,62964608,334548992,5272,20,6.86301369863014
1601464955,63210368,334548992,5285,20,7.02777777777778
1601464957,63210368,334548992,5300,20,7
1601464958,63701888,334548992,5312,20,7
1601464960,63701888,334548992,5326,20,6.89041095890411
1601464961,63701888,334589952,5341,20,6.94520547945205
1601464962,63701888,334548992,5355,20,6.97222222222222
1601464964,63701888,334598144,5366,20,6.84931506849315
1601464965,63959936,334606336,5378,20,6.91666666666667
1601464966,63959936,334606336,5392,20,6.90277777777778
1601464968,63959936,334606336,5403,20,6.78082191780822
1601464969,64492416,334426112,5416,20,6.86111111111111
1601464971,64492416,334610432,5427,20,6.84931506849315
1601464972,64492416,334557184,5440,20,7.02739726027397
1601464974,64492416,334610432,5453,20,7.10810810810811
1601464975,64783232,334610432,5465,20,7.27027027027027
1601464976,64783232,334471168,5479,20,7.45945945945946
1601464978,64783232,334471168,5492,20,7.53333333333333
1601464979,65311616,334557184,5509,21,7.76
1601464981,65311616,334557184,5519,22,7.78947368421053
1601464982,65311616,334557184,5534,22,7.98684210526316
1601464983,65311616,334618624,5546,21,8.14473684210526
1601464985,65586048,334618624,5562,21,8.24675324675325
1601464986,65586048,336711680,5574,21,8.4025974025974
1601464988,65586048,336969728,5589,21,8.48717948717949
1601464989,66061184,336969728,5602,21,8.65384615384615
1601464990,66061184,336969728,5609,18,8.74358974358974
1601464991,66061184,336969728,5609,18,8.74358974358974
1601464992,66061184,336969728,5609,18,8.74358974358974
1601464993,66061184,336969728,5609,18,8.74358974358974
1601464994,66061184,336969728,5609,18,8.74358974358974
1601464995,66061184,336969728,5609,18,8.74358974358974
1601464996,66061184,336969728,5609,18,8.74358974358974
1601464997,66061184,336969728,5615,18,8.82051282051282
1601464999,66061184,336969728,5629,18,8.87179487179487
1601465000,66061184,336969728,5644,18,8.92307692307692
1601465002,66585496,336969728,5664,18,8.92405063291139
1601465004,66585496,336969728,5678,18,8.825
1601465005,66585496,336969728,5689,18,8.775
1601465006,66585496,336969728,5702,18,8.86075949367089
1601465007,66585496,336969728,5715,18,8.83544303797468
1601465009,66843544,336969728,5729,18,8.825
1601465010,66843544,336969728,5746,18,8.9375
1601465012,67318680,336969728,5760,18,8.95
1601465013,67318680,336969728,5773,18,8.925
1601465014,67318680,336969728,5786,18,8.925
1601465016,67318680,336969728,5794,18,8.85
1601465017,67318680,336969728,5803,18,8.7875
1601465019,67650456,336969728,5815,19,8.65432098765432
1601465021,67650456,334503936,5824,19,8.52439024390244
1601465022,67650456,334630912,5831,19,8.55555555555556
1601465024,67650456,334630912,5846,19,8.5
1601465026,68506520,334487552,5858,18,8.43373493975904
1601465027,68506520,334487552,5871,18,8.43373493975904
1601465029,68506520,334487552,5885,18,8.42168674698795
1601465030,68506520,334745600,5897,18,8.3855421686747
1601465031,68506520,334745600,5913,18,8.5
1601465033,68862872,334606336,5923,18,8.36144578313253
1601465034,68862872,334766080,5934,18,8.32530120481928
1601465036,68862872,334766080,5947,19,8.31325301204819
1601465037,69407640,334761984,5961,19,8.30120481927711
1601465038,69407640,334761984,5972,19,8.27710843373494
1601465039,69407640,334610432,5986,19,8.36585365853659
1601465041,69407640,334610432,6002,19,8.31325301204819
1601465042,69682072,334614528,6020,18,8.46341463414634
1601465044,69682072,334614528,6035,18,8.36144578313253
1601465045,69682072,334614528,6047,18,8.33734939759036
1601465046,70140824,334614528,6059,18,8.45121951219512
1601465048,70140824,334614528,6072,18,8.36144578313253
1601465049,70140824,334589952,6086,20,8.36144578313253
1601465050,70140824,334589952,6102,22,8.52439024390244
1601465052,70407064,336748544,6115,22,8.42168674698795
1601465053,70407064,336748544,6131,23,8.58536585365854
1601465054,70792088,334614528,6150,23,8.65853658536585
1601465056,70792088,334614528,6167,25,8.70731707317073
1601465057,70792088,336977920,6178,25,8.69512195121951
1601465058,70792088,337092608,6194,25,8.71951219512195
1601465059,71267488,337096704,6208,25,8.83950617283951
1601465061,71267488,337096704,6224,24,8.71951219512195
1601465062,71267488,337096704,6238,24,8.87654320987654
1601465063,71267488,334614528,6250,25,8.83950617283951
1601465065,71267488,334614528,6263,25,8.74390243902439
1601465066,73962656,334614528,6272,26,8.76543209876543
